Payer,Service,Age Group,Sex,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020
Medicare,Total Personal Health Care,19-44,Females,3968,4831,7383,8433,9409,10521,11541,11612,11737,11939
Medicare,Total Personal Health Care,45-64,Females,13208,17235,26151,32541,38472,43858,49764,53410,56257,57880
Medicare,Total Personal Health Care,65-84,Females,98975,113847,140183,159637,172507,186113,200682,219642,248585,275820
Medicare,Total Personal Health Care,85+,Females,27693,32617,42490,48375,54204,57036,59037,61083,64581,66640
Other Payers and Programs,Total Personal Health Care,Total,Total,186971,217537,244406,267603,299103,322468,344606,378583,414374,631713
Other Payers and Programs,Total Personal Health Care,0-18,Total,30062,34435,38326,43259,46281,50870,53060,53024,51417,70896
Other Payers and Programs,Total Personal Health Care,19-44,Total,60177,66945,75491,77707,86906,93038,97764,107657,122424,177024
Other Payers and Programs,Total Personal Health Care,45-64,Total,60209,72413,83395,98267,109365,116489,127658,139780,145870,214225
Other Payers and Programs,Total Personal Health Care,65-84,Total,28347,34061,35981,36568,42899,47252,50648,61964,75729,138118
Other Payers and Programs,Total Personal Health Care,85+,Total,8177,9681,11213,11802,13652,14819,15476,16159,18934,31450
Other Payers and Programs,Total Personal Health Care,Total,Males,88156,102701,116749,128836,146387,160926,168998,189544,205715,320166
Other Payers and Programs,Total Personal Health Care,0-18,Males,15727,18134,20406,22964,24862,26614,26944,27640,26723,37577
Other Payers and Programs,Total Personal Health Care,19-44,Males,24647,26940,30609,31378,35523,39294,40725,47872,51024,71843
Other Payers and Programs,Total Personal Health Care,45-64,Males,31142,37625,43998,52569,58713,64470,69509,73606,78059,119273
Other Payers and Programs,Total Personal Health Care,65-84,Males,14538,17232,18278,18443,22855,25557,26666,34654,42649,78944
Other Payers and Programs,Total Personal Health Care,85+,Males,2101,2769,3458,3483,4433,4991,5155,5772,7260,12529
Other Payers and Programs,Total Personal Health Care,Total,Females,98815,114836,127657,138767,152716,161542,175609,189038,208660,311546
Other Payers and Programs,Total Personal Health Care,0-18,Females,14335,16302,17920,20295,21419,24256,26117,25383,24694,33318
Other Payers and Programs,Total Personal Health Care,19-44,Females,35529,40005,44882,46328,51382,53744,57039,59785,71401,105181
Other Payers and Programs,Total Personal Health Care,45-64,Females,29067,34788,39397,45698,50652,52019,58149,66174,67811,94953
Other Payers and Programs,Total Personal Health Care,65-84,Females,13809,16829,17703,18125,20045,21695,23983,27310,33081,59174
Other Payers and Programs,Total Personal Health Care,85+,Females,6075,6913,7754,8319,9219,9828,10321,10386,11674,18921
Out-of-Pocket,Total Personal Health Care,Total,Total,219144,248415,277950,300063,301469,323198,340811,365936,386811,392291
Out-of-Pocket,Total Personal Health Care,0-18,Total,21335,24018,28228,30051,29227,30406,30526,31041,33592,30456
Out-of-Pocket,Total Personal Health Care,19-44,Total,45659,50354,57469,60838,57157,62670,66863,74402,77704,77986
Out-of-Pocket,Total Personal Health Care,45-64,Total,71392,82926,95212,100275,100211,102202,104855,115414,118688,119272
Out-of-Pocket,Total Personal Health Care,65-84,Total,59028,65219,70082,78306,83284,93073,101624,105958,115001,123608
Out-of-Pocket,Total Personal Health Care,85+,Total,21730,25897,26959,30593,31591,34847,36943,39121,41825,40969
Out-of-Pocket,Total Personal Health Care,Total,Males,86943,99573,113560,124987,124039,135213,143166,154444,163328,167770
Out-of-Pocket,Total Personal Health Care,0-18,Males,10603,11836,13750,14916,14444,15018,14939,16168,17415,16004
Out-of-Pocket,Total Personal Health Care,19-44,Males,16843,18833,21921,23269,21514,23821,25064,28922,28822,30406
Out-of-Pocket,Total Personal Health Care,45-64,Males,30263,35115,41306,44729,42907,45722,47448,52006,54683,53863
Out-of-Pocket,Total Personal Health Care,65-84,Males,23894,27278,30218,33891,36324,40446,44679,45861,49437,54097
Out-of-Pocket,Total Personal Health Care,85+,Males,5340,6510,6365,8182,8850,10206,11036,11487,12970,13400
Out-of-Pocket,Total Personal Health Care,Total,Females,132201,148842,164390,175076,177430,187985,197645,211491,223483,224521
Out-of-Pocket,Total Personal Health Care,0-18,Females,10733,12182,14478,15135,14783,15388,15587,14873,16177,14452
Out-of-Pocket,Total Personal Health Care,19-44,Females,28816,31521,35548,37569,35642,38848,41799,45480,48882,47580
Out-of-Pocket,Total Personal Health Care,45-64,Females,41129,47811,53905,55546,57304,56480,57408,63408,64005,65409
Out-of-Pocket,Total Personal Health Care,65-84,Females,35134,37941,39863,44415,46960,52627,56945,60097,65564,69511
Out-of-Pocket,Total Personal Health Care,85+,Females,16390,19387,20594,22411,22740,24641,25906,27633,28855,27569
Private health Insurance,Total Personal Health Care,Total,Total,472719,545587,618482,679584,725362,778670,815474,918639,990353,995635
Private health Insurance,Total Personal Health Care,0-18,Total,73450,80950,92792,94798,100579,107725,103321,111153,115682,108299
Private health Insurance,Total Personal Health Care,19-44,Total,153849,170304,191578,196767,211244,218543,235039,277892,303797,295374
Private health Insurance,Total Personal Health Care,45-64,Total,176512,214523,256443,292323,312655,338500,362695,397431,422567,429781
Private health Insurance,Total Personal Health Care,65-84,Total,59173,68606,65264,81177,85047,95614,94644,112643,124027,137091
Private health Insurance,Total Personal Health Care,85+,Total,9735,11205,12405,14518,15837,18288,19776,19519,24280,25088
Private health Insurance,Total Personal Health Care,Total,Males,206065,235120,269785,292132,323455,350703,367087,389523,426029,441080
Private health Insurance,Total Personal Health Care,0-18,Males,37407,41298,50167,51967,53316,54933,53275,58268,60324,57018
Private health Insurance,Total Personal Health Care,19-44,Males,54120,57583,65254,61997,73068,75979,83883,91614,96894,99911
Private health Insurance,Total Personal Health Care,45-64,Males,85473,99295,117255,134547,148930,164791,176064,178000,198297,206573
Private health Insurance,Total Personal Health Care,65-84,Males,26220,33372,33129,38421,41830,48590,46377,54194,61857,67541
Private health Insurance,Total Personal Health Care,85+,Males,2845,3571,3979,5200,6310,6410,7488,7448,8657,10037
Private health Insurance,Total Personal Health Care,Total,Females,266654,310467,348697,387452,401907,427967,448387,529116,564325,554555
Private health Insurance,Total Personal Health Care,0-18,Females,36043,39652,42625,42831,47262,52792,50046,52886,55358,51281
Private health Insurance,Total Personal Health Care,19-44,Females,99729,112721,126323,134770,138176,142564,151155,186278,206903,195463
Private health Insurance,Total Personal Health Care,45-64,Females,91039,115227,139188,157776,163725,173709,186631,219431,224270,223209
Private health Insurance,Total Personal Health Care,65-84,Females,32953,35233,32135,42756,43217,47024,48267,58450,62170,69550
Private health Insurance,Total Personal Health Care,85+,Females,6890,7634,8427,9318,9527,11878,12288,12071,15624,15051
Total,Total Personal Health Care,Total,Total,1365481,1582380,1806451,2007153,2180461,2346202,2527086,2795558,3019769,3366975
Total,Total Personal Health Care,0-18,Total,178448,202201,232989,250925,270828,287823,288509,297986,308435,324242
Total,Total Personal Health Care,19-44,Total,331965,372438,417377,437974,474803,502438,553743,637259,692849,759960
Total,Total Personal Health Care,45-64,Total,382688,464516,549813,627062,683349,734607,815413,904083,948257,1039838
Total,Total Personal Health Care,65-84,Total,368617,422462,467308,533554,578098,633981,673445,752617,849605,1003533
Total,Total Personal Health Care,85+,Total,103762,120763,138963,157638,173383,187353,195974,203613,220623,239402
Total,Total Personal Health Care,Total,Males,587266,680026,783910,872613,965308,1050368,1136102,1246245,1354777,1548394
Total,Total Personal Health Care,0-18,Males,92905,105530,124294,134985,144282,150591,150865,158457,163458,173397
Total,Total Personal Health Care,19-44,Males,125471,138139,155217,157926,178643,191504,214982,246053,261652,298258
Total,Total Personal Health Care,45-64,Males,182399,217244,257813,297386,328818,361310,401557,428929,460339,516471
Total,Total Personal Health Care,65-84,Males,159257,186383,208246,236271,260835,289276,306285,346513,395505,476379
Total,Total Personal Health Care,85+,Males,27234,32731,38340,46045,52729,57688,62413,66293,73824,83889
Total,Total Personal Health Care,Total,Females,778215,902354,1022542,1134540,1215153,1295834,1390984,1549313,1664992,1818581
Total,Total Personal Health Care,0-18,Females,85543,96672,108695,115940,126545,137233,137644,139529,144977,150846
Total,Total Personal Health Care,19-44,Females,206495,234299,262160,280048,296160,310934,338761,391206,431197,461702
Total,Total Personal Health Care,45-64,Females,200289,247272,292000,329676,354531,373297,413856,475154,487918,523367
Total,Total Personal Health Care,65-84,Females,209361,236079,259063,297283,317264,344705,367161,406104,454100,527153
Total,Total Personal Health Care,85+,Females,76528,88032,100624,111594,120653,129665,133562,137319,146800,155513
